,grid_id_old,grid_id
31883,"(106, 302)","(16, 122)"
31895,"(105, 301)","(15, 120)"
31904,"(104, 302)","(14, 121)"
31914,"(100, 306)","(9, 126)"
31924,"(104, 302)","(13, 122)"
31926,"(101, 303)","(10, 123)"
31927,"(99, 305)","(8, 125)"
31928,"(98, 306)","(7, 125)"
31929,"(106, 301)","(15, 121)"
31932,"(106, 302)","(16, 122)"
31938,"(109, 302)","(18, 121)"
31940,"(108, 301)","(17, 121)"
31944,"(106, 301)","(15, 120)"
31945,"(106, 301)","(15, 121)"
31951,"(101, 303)","(10, 123)"
31954,"(105, 301)","(15, 121)"
31957,"(109, 301)","(18, 121)"
31958,"(106, 302)","(16, 122)"
31966,"(105, 303)","(14, 123)"
31970,"(105, 303)","(14, 123)"
31976,"(102, 305)","(12, 124)"
31979,"(106, 301)","(15, 121)"
31980,"(106, 302)","(16, 122)"
32003,"(106, 301)","(15, 121)"
32005,"(102, 303)","(11, 122)"
32016,"(102, 303)","(12, 122)"
32025,"(105, 303)","(14, 122)"
32030,"(101, 303)","(10, 123)"
32031,"(98, 306)","(7, 125)"
32032,"(104, 305)","(14, 124)"
32034,"(106, 302)","(16, 122)"
32037,"(105, 301)","(15, 121)"
32039,"(98, 306)","(8, 126)"
32040,"(106, 302)","(16, 122)"
32054,"(101, 303)","(10, 123)"
32055,"(99, 306)","(8, 126)"
32057,"(105, 301)","(15, 121)"
32058,"(108, 301)","(18, 121)"
32065,"(108, 301)","(18, 121)"
32068,"(102, 303)","(12, 122)"
32077,"(99, 305)","(8, 124)"
32079,"(99, 306)","(9, 125)"
32080,"(111, 302)","(21, 122)"
32081,"(106, 301)","(15, 120)"
32082,"(106, 302)","(16, 122)"
32089,"(105, 302)","(15, 121)"
32093,"(108, 301)","(18, 121)"
32110,"(106, 302)","(16, 122)"
32117,"(108, 301)","(17, 121)"
32120,"(102, 305)","(12, 124)"
32127,"(102, 303)","(12, 122)"
32140,"(105, 301)","(15, 121)"
32141,"(100, 306)","(9, 126)"
32146,"(106, 302)","(16, 122)"
32154,"(105, 301)","(15, 121)"
32155,"(107, 301)","(16, 121)"
32171,"(105, 301)","(15, 121)"
32172,"(104, 305)","(14, 124)"
32180,"(105, 302)","(14, 121)"
32184,"(98, 307)","(7, 126)"
32188,"(101, 303)","(10, 123)"
32189,"(102, 305)","(12, 124)"
32194,"(98, 305)","(7, 124)"
32198,"(106, 302)","(16, 122)"
32205,"(108, 301)","(18, 121)"
32215,"(99, 305)","(8, 125)"
32217,"(102, 305)","(12, 124)"
32220,"(99, 306)","(8, 126)"
32225,"(97, 306)","(6, 125)"
32227,"(108, 301)","(18, 121)"
32242,"(100, 306)","(10, 126)"
32243,"(105, 301)","(15, 121)"
32244,"(105, 301)","(15, 121)"
32245,"(102, 303)","(12, 122)"
32258,"(105, 302)","(15, 121)"
32267,"(102, 303)","(12, 122)"
32299,"(105, 301)","(15, 121)"
32301,"(105, 301)","(15, 120)"
32315,"(102, 303)","(12, 122)"
32320,"(104, 302)","(14, 121)"
32330,"(98, 305)","(7, 125)"
32348,"(102, 305)","(12, 124)"
32359,"(106, 302)","(16, 122)"
32366,"(109, 301)","(18, 121)"
32370,"(106, 302)","(16, 122)"
32378,"(107, 301)","(17, 120)"
32383,"(105, 303)","(14, 123)"
32387,"(102, 305)","(12, 124)"
32390,"(98, 307)","(7, 126)"
32398,"(105, 301)","(15, 120)"
32442,"(104, 304)","(14, 123)"
32454,"(106, 302)","(16, 122)"
32464,"(105, 303)","(14, 123)"
32472,"(102, 305)","(12, 124)"
32475,"(98, 305)","(7, 124)"
32477,"(105, 302)","(15, 121)"
32510,"(108, 301)","(18, 121)"
32514,"(99, 306)","(9, 125)"
32515,"(101, 305)","(10, 125)"
32518,"(106, 302)","(16, 121)"
32521,"(106, 302)","(16, 122)"
32542,"(107, 302)","(16, 122)"
32544,"(102, 303)","(12, 122)"
32577,"(98, 306)","(8, 126)"
32578,"(106, 302)","(16, 122)"
32584,"(106, 302)","(16, 122)"
32586,"(104, 302)","(14, 121)"
32598,"(102, 303)","(12, 122)"
32619,"(100, 306)","(9, 126)"
32623,"(105, 303)","(14, 123)"
32628,"(106, 302)","(16, 122)"
32661,"(101, 303)","(10, 123)"
32665,"(98, 307)","(7, 126)"
32671,"(107, 302)","(17, 121)"
32680,"(105, 303)","(14, 123)"
32682,"(102, 303)","(11, 122)"
32702,"(98, 307)","(7, 126)"
32706,"(107, 301)","(17, 120)"
32709,"(97, 306)","(7, 125)"
32711,"(102, 303)","(12, 122)"
32740,"(108, 301)","(18, 121)"
32752,"(108, 301)","(18, 121)"
32827,"(105, 302)","(15, 121)"
32831,"(107, 301)","(17, 121)"
32847,"(107, 301)","(16, 121)"
32852,"(106, 301)","(15, 121)"
32873,"(106, 302)","(16, 122)"
32903,"(97, 306)","(7, 125)"
32908,"(105, 303)","(14, 123)"
32918,"(98, 305)","(7, 124)"
32919,"(98, 305)","(7, 124)"
32922,"(100, 305)","(10, 124)"
32923,"(102, 303)","(11, 122)"
32933,"(98, 307)","(7, 126)"
32936,"(106, 301)","(16, 121)"
32989,"(108, 301)","(18, 121)"
33049,"(106, 302)","(16, 122)"
33082,"(100, 306)","(9, 126)"
33092,"(104, 302)","(13, 121)"
33093,"(97, 305)","(7, 124)"
33108,"(98, 305)","(7, 125)"
33127,"(106, 302)","(16, 122)"
33156,"(100, 306)","(9, 126)"
33159,"(102, 305)","(12, 124)"
33170,"(98, 307)","(8, 126)"
33171,"(105, 302)","(15, 121)"
33189,"(99, 305)","(8, 125)"
33195,"(106, 302)","(16, 122)"
33225,"(105, 301)","(15, 120)"
33256,"(105, 303)","(14, 123)"
33284,"(104, 304)","(14, 123)"
33287,"(108, 301)","(18, 121)"
33297,"(108, 301)","(18, 121)"
33367,"(109, 302)","(18, 121)"
33388,"(99, 305)","(9, 125)"
33389,"(102, 303)","(11, 123)"
33401,"(100, 305)","(10, 124)"
33402,"(102, 303)","(12, 122)"
33405,"(99, 305)","(8, 125)"
33414,"(107, 303)","(16, 122)"
33415,"(99, 306)","(8, 126)"
33430,"(99, 306)","(8, 126)"
33441,"(100, 304)","(10, 123)"
33445,"(100, 306)","(9, 126)"
33448,"(102, 303)","(12, 122)"
33454,"(96, 306)","(6, 125)"
33458,"(97, 305)","(7, 124)"
33459,"(99, 305)","(8, 125)"
33472,"(102, 303)","(12, 122)"
33565,"(105, 301)","(15, 120)"
33581,"(107, 301)","(17, 120)"
33582,"(101, 306)","(11, 126)"
33583,"(98, 305)","(8, 125)"
33584,"(106, 302)","(16, 122)"
33593,"(106, 301)","(15, 120)"
33594,"(98, 307)","(8, 126)"
33598,"(102, 303)","(12, 122)"
33614,"(98, 307)","(8, 126)"
33621,"(99, 305)","(8, 125)"
33625,"(100, 306)","(9, 126)"
33637,"(105, 303)","(14, 123)"
33645,"(99, 305)","(8, 125)"
33658,"(106, 302)","(16, 122)"
33729,"(103, 300)","(12, 120)"
33731,"(102, 303)","(12, 122)"
33753,"(106, 302)","(16, 122)"
33769,"(100, 305)","(10, 124)"
33775,"(109, 302)","(18, 121)"
33777,"(102, 303)","(12, 122)"
33805,"(100, 306)","(9, 126)"
33867,"(111, 302)","(21, 122)"
33881,"(102, 303)","(12, 122)"
33982,"(100, 306)","(9, 126)"
34011,"(100, 306)","(9, 126)"
34035,"(104, 305)","(14, 124)"
34039,"(106, 302)","(16, 122)"
34042,"(108, 301)","(18, 121)"
34066,"(141, 199)","(50, 19)"
34069,"(141, 197)","(50, 17)"
34082,"(140, 201)","(50, 20)"
34085,"(145, 199)","(54, 19)"
34097,"(142, 197)","(51, 16)"
34107,"(144, 201)","(54, 21)"
34108,"(141, 200)","(50, 20)"
34123,"(141, 200)","(50, 20)"
34153,"(142, 196)","(52, 16)"
34157,"(131, 172)","(41, -8)"
34168,"(131, 172)","(41, -8)"
34178,"(131, 173)","(41, -7)"
34180,"(131, 172)","(41, -8)"
34185,"(131, 172)","(41, -8)"
34189,"(132, 172)","(41, -8)"
34198,"(130, 172)","(39, -8)"
34199,"(130, 172)","(39, -8)"
34206,"(132, 172)","(41, -8)"
34210,"(109, 114)","(18, -66)"
34213,"(109, 114)","(18, -67)"
34225,"(109, 114)","(18, -67)"
34227,"(109, 115)","(18, -66)"
34245,"(109, 114)","(18, -66)"
34248,"(109, 114)","(18, -66)"
34251,"(135, 207)","(44, 26)"
34253,"(136, 208)","(45, 28)"
34262,"(135, 203)","(45, 22)"
34263,"(137, 207)","(47, 26)"
34266,"(137, 207)","(46, 27)"
34272,"(137, 204)","(46, 23)"
34280,"(137, 204)","(46, 23)"
34305,"(137, 204)","(46, 23)"
34315,"(137, 204)","(46, 23)"
34331,"(137, 204)","(46, 23)"
34342,"(135, 209)","(44, 28)"
34347,"(137, 204)","(46, 23)"
34349,"(138, 206)","(47, 26)"
34353,"(137, 204)","(46, 23)"
34355,"(137, 206)","(47, 26)"
34359,"(137, 207)","(46, 27)"
34363,"(137, 207)","(46, 27)"
34367,"(137, 207)","(46, 27)"
34370,"(137, 205)","(47, 25)"
34375,"(137, 202)","(46, 22)"
34383,"(136, 203)","(46, 23)"
34386,"(137, 204)","(46, 23)"
34394,"(137, 207)","(46, 27)"
34442,"(137, 204)","(46, 23)"
34625,"(136, 208)","(46, 27)"
34627,"(137, 204)","(46, 23)"
34642,"(137, 202)","(46, 22)"
34646,"(138, 205)","(47, 24)"
34647,"(135, 209)","(44, 28)"
34649,"(136, 206)","(46, 25)"
34652,"(137, 207)","(46, 27)"
34656,"(134, 209)","(44, 29)"
34677,"(137, 207)","(46, 27)"
34695,"(137, 204)","(46, 23)"
34711,"(136, 208)","(45, 28)"
34714,"(145, 237)","(54, 57)"
34719,"(138, 228)","(47, 47)"
34721,"(145, 237)","(54, 57)"
34722,"(137, 226)","(46, 45)"
34723,"(136, 215)","(45, 34)"
34724,"(148, 287)","(57, 106)"
34725,"(151, 226)","(61, 46)"
34726,"(143, 239)","(53, 59)"
34727,"(146, 218)","(56, 38)"
34728,"(134, 227)","(43, 47)"
34729,"(143, 263)","(53, 83)"
34740,"(145, 241)","(54, 60)"
34743,"(143, 263)","(53, 83)"
34752,"(140, 323)","(49, 142)"
34754,"(145, 237)","(54, 57)"
34756,"(135, 224)","(45, 43)"
34757,"(144, 290)","(54, 110)"
34759,"(145, 202)","(55, 21)"
34760,"(135, 220)","(45, 40)"
34771,"(145, 241)","(54, 60)"
34776,"(145, 268)","(55, 87)"
34780,"(146, 231)","(55, 51)"
34781,"(134, 222)","(44, 42)"
34782,"(148, 287)","(57, 106)"
34783,"(150, 211)","(60, 30)"
34795,"(134, 226)","(43, 46)"
34799,"(150, 302)","(60, 121)"
34800,"(141, 286)","(51, 105)"
34801,"(149, 213)","(58, 33)"
34806,"(137, 322)","(47, 142)"
34807,"(134, 226)","(43, 46)"
34815,"(134, 226)","(43, 46)"
34817,"(140, 225)","(50, 44)"
34818,"(150, 211)","(60, 30)"
34819,"(144, 308)","(54, 127)"
34820,"(135, 220)","(45, 40)"
34826,"(89, 210)","(-2, 29)"
34829,"(89, 211)","(-2, 30)"
34832,"(88, 210)","(-3, 30)"
34836,"(77, 9)","(-14, -172)"
34847,"(77, 9)","(-14, -172)"
34858,"(77, 9)","(-14, -172)"
34869,"(77, 9)","(-14, -172)"
34880,"(77, 8)","(-14, -172)"
34886,"(77, 9)","(-14, -172)"
34888,"(77, 9)","(-14, -172)"
34932,"(109, 226)","(18, 46)"
34933,"(115, 220)","(25, 40)"
34934,"(110, 223)","(19, 43)"
34935,"(109, 226)","(18, 46)"
34936,"(110, 223)","(19, 43)"
34938,"(115, 220)","(25, 40)"
34939,"(110, 223)","(19, 43)"
34940,"(114, 226)","(23, 46)"
34941,"(114, 226)","(23, 46)"
34944,"(107, 165)","(16, -15)"
34945,"(105, 168)","(14, -12)"
34946,"(107, 165)","(16, -15)"
34947,"(104, 166)","(13, -14)"
34950,"(106, 165)","(15, -15)"
34953,"(105, 165)","(14, -15)"
34978,"(103, 167)","(13, -14)"
34979,"(105, 163)","(15, -17)"
34986,"(105, 163)","(15, -17)"
34991,"(105, 163)","(15, -17)"
35002,"(104, 166)","(13, -14)"
35003,"(107, 165)","(16, -15)"
35004,"(105, 164)","(15, -17)"
35005,"(105, 163)","(15, -17)"
35008,"(105, 163)","(15, -17)"
35022,"(134, 201)","(44, 21)"
35023,"(135, 200)","(45, 19)"
35030,"(134, 202)","(43, 22)"
35048,"(133, 200)","(43, 20)"
35049,"(133, 199)","(42, 19)"
35055,"(135, 200)","(45, 19)"
35064,"(86, 236)","(-5, 56)"
35078,"(86, 236)","(-5, 56)"
35092,"(86, 236)","(-5, 56)"
35260,"(86, 236)","(-5, 56)"
35286,"(86, 236)","(-5, 56)"
35300,"(99, 167)","(8, -13)"
35301,"(99, 167)","(8, -13)"
35302,"(140, 199)","(49, 19)"
35303,"(139, 198)","(48, 17)"
35304,"(139, 201)","(49, 21)"
35307,"(139, 202)","(49, 21)"
35309,"(140, 201)","(49, 20)"
35314,"(139, 198)","(48, 17)"
35323,"(139, 202)","(49, 21)"
35325,"(139, 198)","(48, 17)"
35341,"(137, 195)","(46, 15)"
35342,"(81, 341)","(-10, 160)"
35343,"(81, 341)","(-10, 160)"
35345,"(78, 349)","(-12, 169)"
35346,"(81, 341)","(-10, 160)"
35348,"(80, 342)","(-11, 162)"
35349,"(81, 341)","(-10, 160)"
35351,"(78, 349)","(-12, 169)"
35352,"(78, 349)","(-12, 169)"
35353,"(81, 340)","(-9, 160)"
35357,"(81, 340)","(-9, 160)"
35358,"(81, 341)","(-10, 160)"
35360,"(81, 341)","(-10, 160)"
35364,"(80, 342)","(-11, 162)"
35365,"(81, 341)","(-10, 160)"
35366,"(81, 341)","(-10, 160)"
35369,"(95, 224)","(4, 44)"
35374,"(93, 226)","(2, 45)"
35375,"(93, 226)","(2, 45)"
35376,"(93, 222)","(3, 42)"
35379,"(93, 226)","(2, 45)"
35380,"(92, 223)","(1, 43)"
35382,"(91, 224)","(1, 43)"
35383,"(91, 222)","(1, 42)"
35386,"(91, 222)","(0, 42)"
35394,"(101, 228)","(10, 48)"
35449,"(92, 223)","(1, 43)"
35450,"(95, 226)","(4, 45)"
35451,"(93, 222)","(2, 42)"
35457,"(93, 226)","(3, 46)"
35459,"(93, 222)","(3, 42)"
35464,"(93, 226)","(3, 46)"
35465,"(102, 231)","(12, 51)"
35466,"(93, 222)","(2, 42)"
35468,"(93, 226)","(2, 45)"
35470,"(95, 226)","(5, 45)"
35471,"(95, 226)","(4, 45)"
35472,"(95, 224)","(4, 44)"
35483,"(58, 207)","(-32, 26)"
35484,"(62, 211)","(-29, 31)"
35485,"(64, 209)","(-26, 28)"
35490,"(62, 211)","(-29, 31)"
35491,"(62, 211)","(-29, 31)"
35493,"(64, 208)","(-26, 28)"
35494,"(58, 207)","(-32, 26)"
35495,"(62, 211)","(-29, 31)"
35496,"(62, 211)","(-29, 31)"
35497,"(58, 207)","(-32, 26)"
35503,"(62, 211)","(-29, 31)"
35504,"(58, 207)","(-32, 26)"
35505,"(60, 210)","(-31, 29)"
35507,"(64, 209)","(-26, 28)"
35509,"(62, 211)","(-29, 31)"
35510,"(62, 211)","(-29, 31)"
35511,"(62, 211)","(-29, 31)"
35513,"(67, 210)","(-24, 29)"
35514,"(58, 207)","(-32, 26)"
35516,"(65, 211)","(-26, 30)"
35517,"(67, 210)","(-24, 29)"
35518,"(57, 200)","(-33, 20)"
35519,"(64, 206)","(-26, 26)"
35520,"(64, 206)","(-26, 26)"
35521,"(58, 207)","(-32, 26)"
35522,"(62, 211)","(-29, 31)"
35523,"(62, 211)","(-29, 31)"
35524,"(58, 207)","(-32, 26)"
35531,"(58, 207)","(-32, 26)"
35539,"(62, 211)","(-29, 31)"
35540,"(64, 209)","(-26, 28)"
35545,"(64, 206)","(-26, 26)"
35546,"(132, 250)","(41, 69)"
35547,"(130, 244)","(40, 64)"
35548,"(145, 202)","(55, 21)"
35549,"(130, 235)","(40, 55)"
35550,"(132, 224)","(42, 43)"
35551,"(132, 225)","(42, 45)"
35552,"(131, 225)","(41, 44)"
35554,"(129, 249)","(39, 69)"
35555,"(145, 237)","(54, 57)"
35556,"(143, 294)","(52, 113)"
35557,"(143, 252)","(52, 72)"
35558,"(128, 253)","(38, 72)"
35561,"(147, 342)","(56, 161)"
35562,"(140, 225)","(50, 44)"
35564,"(142, 288)","(52, 107)"
35565,"(132, 182)","(42, 2)"
35567,"(128, 174)","(38, -7)"
35568,"(133, 179)","(43, -2)"
35569,"(129, 179)","(38, -1)"
35571,"(132, 181)","(41, 1)"
35574,"(129, 174)","(39, -6)"
35575,"(129, 179)","(38, -1)"
35579,"(134, 175)","(43, -6)"
35584,"(131, 180)","(40, 0)"
35585,"(127, 176)","(37, -5)"
35590,"(132, 180)","(42, -1)"
35593,"(131, 177)","(40, -4)"
35594,"(132, 182)","(42, 2)"
35627,"(128, 175)","(37, -6)"
35628,"(129, 179)","(38, -1)"
35629,"(134, 178)","(43, -2)"
35632,"(133, 180)","(42, 0)"
35636,"(133, 173)","(43, -8)"
35643,"(133, 173)","(43, -8)"
35647,"(99, 262)","(9, 81)"
35648,"(98, 262)","(7, 82)"
35656,"(98, 262)","(7, 82)"
35667,"(99, 261)","(9, 80)"
35670,"(98, 261)","(8, 81)"
35671,"(98, 262)","(7, 82)"
35676,"(97, 261)","(7, 80)"
35677,"(97, 261)","(7, 80)"
35685,"(98, 262)","(7, 82)"
35694,"(98, 262)","(7, 82)"
35695,"(97, 261)","(7, 80)"
35699,"(97, 261)","(7, 80)"
35703,"(97, 261)","(7, 80)"
35708,"(99, 261)","(8, 81)"
35713,"(99, 262)","(9, 81)"
35714,"(97, 261)","(7, 80)"
35724,"(97, 261)","(7, 81)"
35725,"(97, 261)","(7, 80)"
35727,"(97, 261)","(7, 80)"
35733,"(99, 262)","(9, 81)"
35735,"(97, 261)","(7, 80)"
35743,"(97, 261)","(6, 80)"
35745,"(98, 262)","(7, 82)"
35748,"(98, 262)","(7, 82)"
35753,"(98, 262)","(7, 82)"
35758,"(97, 261)","(6, 80)"
35764,"(98, 262)","(7, 82)"
35771,"(98, 262)","(7, 82)"
35903,"(97, 261)","(7, 80)"
35908,"(98, 262)","(7, 81)"
35918,"(98, 261)","(7, 81)"
35919,"(97, 261)","(7, 80)"
35923,"(98, 262)","(7, 82)"
35924,"(98, 262)","(7, 82)"
35934,"(97, 261)","(7, 80)"
35958,"(97, 261)","(7, 80)"
35967,"(97, 261)","(7, 80)"
35970,"(97, 261)","(7, 80)"
35971,"(98, 262)","(7, 82)"
35972,"(97, 261)","(6, 80)"
35984,"(97, 261)","(7, 80)"
35989,"(98, 262)","(7, 82)"
36001,"(98, 262)","(7, 82)"
36008,"(97, 261)","(7, 80)"
36013,"(97, 261)","(6, 80)"
36016,"(98, 262)","(7, 81)"
36025,"(98, 262)","(7, 82)"
36033,"(97, 261)","(7, 80)"
36046,"(97, 261)","(7, 80)"
36049,"(100, 261)","(9, 81)"
36050,"(106, 216)","(16, 36)"
36058,"(106, 213)","(16, 33)"
36059,"(104, 206)","(13, 25)"
36066,"(106, 213)","(16, 33)"
36068,"(101, 205)","(11, 24)"
36069,"(105, 216)","(14, 35)"
36076,"(105, 214)","(15, 33)"
36084,"(109, 210)","(18, 29)"
36085,"(105, 216)","(14, 35)"
36094,"(105, 214)","(15, 33)"
36098,"(106, 213)","(16, 33)"
36099,"(105, 214)","(15, 33)"
36111,"(106, 213)","(16, 32)"
36112,"(110, 210)","(20, 29)"
36113,"(106, 213)","(16, 33)"
36117,"(105, 214)","(15, 33)"
36130,"(105, 216)","(14, 35)"
36138,"(105, 216)","(14, 35)"
36143,"(105, 216)","(14, 35)"
36155,"(105, 216)","(14, 35)"
36172,"(64, 212)","(-26, 31)"
36176,"(64, 212)","(-27, 31)"
36178,"(64, 212)","(-26, 31)"
36182,"(137, 188)","(46, 8)"
36183,"(137, 189)","(46, 9)"
36184,"(137, 188)","(47, 7)"
36185,"(137, 189)","(46, 9)"
36186,"(137, 188)","(47, 8)"
36187,"(137, 189)","(47, 8)"
36188,"(137, 188)","(47, 8)"
36209,"(137, 188)","(46, 7)"
36210,"(137, 188)","(47, 8)"
36237,"(137, 187)","(46, 6)"
36241,"(137, 189)","(46, 9)"
36243,"(127, 218)","(36, 38)"
36246,"(126, 221)","(35, 40)"
36247,"(124, 217)","(34, 36)"
36248,"(115, 299)","(25, 119)"
36255,"(115, 299)","(25, 119)"
36262,"(114, 301)","(23, 121)"
36264,"(115, 302)","(25, 122)"
36265,"(114, 301)","(23, 121)"
36268,"(115, 301)","(24, 121)"
36269,"(115, 302)","(25, 121)"
36270,"(115, 299)","(25, 119)"
36277,"(114, 302)","(24, 121)"
36278,"(114, 301)","(23, 121)"
36279,"(115, 302)","(25, 122)"
36280,"(114, 301)","(23, 121)"
36282,"(115, 302)","(25, 121)"
36285,"(114, 301)","(24, 121)"
36287,"(114, 301)","(23, 120)"
36288,"(114, 301)","(23, 121)"
36289,"(114, 301)","(23, 121)"
36295,"(114, 301)","(23, 121)"
36297,"(114, 302)","(24, 121)"
36298,"(114, 301)","(23, 121)"
36312,"(115, 301)","(24, 121)"
36314,"(115, 302)","(25, 121)"
36315,"(114, 301)","(23, 120)"
36317,"(114, 301)","(23, 121)"
36320,"(114, 302)","(24, 121)"
36322,"(115, 302)","(25, 122)"
36325,"(115, 302)","(25, 122)"
36329,"(113, 301)","(22, 121)"
36332,"(113, 301)","(22, 121)"
36340,"(114, 301)","(24, 121)"
36343,"(114, 301)","(24, 121)"
36345,"(115, 302)","(25, 122)"
36360,"(115, 302)","(25, 121)"
36361,"(113, 301)","(22, 121)"
36363,"(114, 301)","(24, 121)"
36365,"(129, 253)","(38, 73)"
36366,"(129, 253)","(38, 73)"
36368,"(129, 249)","(39, 69)"
36371,"(130, 250)","(40, 69)"
36374,"(129, 249)","(38, 69)"
36375,"(130, 250)","(40, 69)"
36376,"(129, 250)","(39, 70)"
36377,"(129, 253)","(38, 73)"
36380,"(130, 251)","(39, 70)"
36382,"(129, 249)","(39, 69)"
36383,"(128, 253)","(37, 72)"
36384,"(130, 250)","(40, 69)"
36385,"(130, 248)","(39, 68)"
36386,"(129, 249)","(39, 69)"
36387,"(130, 248)","(39, 68)"
36390,"(131, 251)","(41, 70)"
36393,"(130, 250)","(40, 69)"
36403,"(88, 216)","(-3, 36)"
36407,"(82, 214)","(-8, 33)"
36408,"(87, 217)","(-3, 37)"
36411,"(80, 219)","(-11, 39)"
36413,"(86, 219)","(-5, 38)"
36414,"(84, 220)","(-7, 39)"
36415,"(82, 214)","(-8, 33)"
36416,"(85, 213)","(-5, 33)"
36417,"(87, 217)","(-4, 37)"
36418,"(83, 212)","(-8, 31)"
36420,"(81, 214)","(-9, 34)"
36421,"(87, 212)","(-3, 32)"
36424,"(88, 214)","(-2, 34)"
36425,"(86, 218)","(-4, 38)"
36426,"(84, 220)","(-6, 39)"
36427,"(86, 211)","(-5, 30)"
36429,"(85, 216)","(-6, 36)"
36453,"(86, 211)","(-5, 30)"
36458,"(86, 217)","(-5, 37)"
36462,"(84, 216)","(-6, 36)"
36463,"(85, 216)","(-6, 36)"
36472,"(83, 217)","(-8, 37)"
36474,"(87, 218)","(-4, 38)"
36476,"(88, 216)","(-3, 35)"
36480,"(81, 214)","(-10, 34)"
36482,"(87, 213)","(-4, 32)"
36483,"(88, 216)","(-3, 36)"
36487,"(99, 280)","(8, 100)"
36495,"(106, 285)","(16, 105)"
36531,"(109, 281)","(19, 101)"
36532,"(105, 281)","(15, 100)"
36553,"(99, 280)","(8, 100)"
36561,"(99, 280)","(8, 100)"
36570,"(99, 280)","(8, 100)"
36574,"(106, 285)","(16, 105)"
36610,"(106, 285)","(16, 105)"
36639,"(100, 280)","(10, 100)"
36640,"(105, 285)","(15, 104)"
36641,"(99, 280)","(8, 100)"
36643,"(108, 285)","(17, 104)"
36646,"(107, 283)","(16, 103)"
36652,"(99, 280)","(8, 100)"
36660,"(99, 280)","(8, 100)"
36663,"(109, 279)","(19, 99)"
36671,"(109, 279)","(19, 99)"
36676,"(105, 282)","(14, 101)"
36677,"(99, 280)","(8, 100)"
36685,"(110, 280)","(20, 100)"
36688,"(106, 281)","(16, 100)"
36692,"(110, 280)","(20, 100)"
36696,"(100, 280)","(9, 99)"
36697,"(106, 286)","(15, 105)"
36698,"(105, 280)","(15, 99)"
36707,"(97, 282)","(6, 102)"
36710,"(99, 280)","(8, 100)"
36712,"(104, 282)","(13, 101)"
36716,"(99, 280)","(8, 100)"
36729,"(109, 280)","(18, 100)"
36733,"(109, 279)","(19, 99)"
36741,"(106, 286)","(15, 105)"
36744,"(107, 284)","(17, 104)"
36746,"(97, 280)","(7, 100)"
36750,"(105, 280)","(15, 99)"
36754,"(99, 280)","(8, 100)"
36757,"(108, 279)","(17, 99)"
36758,"(108, 282)","(17, 102)"
36783,"(109, 279)","(19, 99)"
36790,"(97, 280)","(7, 100)"
36814,"(109, 280)","(18, 100)"
36816,"(109, 279)","(19, 99)"
36824,"(109, 279)","(19, 99)"
36856,"(100, 280)","(10, 100)"
36872,"(99, 280)","(8, 100)"
36878,"(109, 280)","(18, 100)"
36882,"(105, 281)","(15, 100)"
36914,"(98, 280)","(7, 100)"
36915,"(106, 281)","(16, 100)"
36920,"(110, 280)","(20, 100)"
36926,"(100, 280)","(9, 99)"
36927,"(97, 282)","(6, 102)"
36931,"(107, 279)","(17, 99)"
36934,"(106, 281)","(15, 101)"
36937,"(99, 280)","(8, 100)"
36944,"(97, 282)","(6, 102)"
36950,"(99, 280)","(8, 100)"
36956,"(105, 281)","(15, 100)"
37022,"(99, 280)","(8, 100)"
37026,"(109, 279)","(19, 99)"
37053,"(109, 284)","(18, 104)"
37083,"(105, 281)","(15, 100)"
37118,"(105, 281)","(15, 100)"
37133,"(107, 279)","(17, 99)"
37135,"(105, 281)","(15, 100)"
37155,"(99, 280)","(8, 100)"
37159,"(110, 280)","(20, 100)"
37166,"(105, 281)","(14, 101)"
37168,"(98, 280)","(8, 100)"
37169,"(99, 280)","(8, 100)"
37177,"(81, 306)","(-9, 126)"
37183,"(81, 306)","(-9, 126)"
37189,"(100, 182)","(10, 1)"
37191,"(98, 182)","(7, 1)"
37192,"(100, 181)","(10, 1)"
37196,"(73, 6)","(-18, -174)"
37197,"(71, 6)","(-20, -175)"
37198,"(69, 5)","(-21, -175)"
37199,"(71, 6)","(-20, -175)"
37200,"(69, 6)","(-21, -175)"
37205,"(69, 5)","(-21, -175)"
37206,"(75, 7)","(-16, -174)"
37207,"(69, 5)","(-21, -175)"
37208,"(75, 7)","(-16, -174)"
37209,"(71, 6)","(-20, -175)"
37210,"(75, 7)","(-16, -174)"
37212,"(75, 7)","(-16, -174)"
37216,"(75, 7)","(-16, -174)"
37219,"(71, 6)","(-20, -175)"
37220,"(71, 6)","(-20, -175)"
37222,"(101, 119)","(11, -62)"
37223,"(101, 119)","(10, -61)"
37249,"(127, 191)","(37, 10)"
37250,"(127, 191)","(37, 10)"
37271,"(124, 191)","(33, 10)"
37272,"(125, 191)","(35, 10)"
37273,"(127, 190)","(37, 9)"
37275,"(124, 191)","(34, 10)"
37282,"(127, 190)","(37, 9)"
37289,"(128, 190)","(37, 10)"
37292,"(127, 191)","(37, 10)"
37294,"(126, 189)","(35, 9)"
37301,"(130, 212)","(40, 31)"
37302,"(131, 210)","(40, 29)"
37303,"(130, 222)","(39, 42)"
37304,"(130, 222)","(39, 41)"
37305,"(127, 211)","(37, 31)"
37306,"(132, 210)","(41, 29)"
37307,"(129, 210)","(39, 29)"
37308,"(128, 211)","(37, 30)"
37309,"(130, 221)","(39, 41)"
37311,"(132, 209)","(41, 29)"
