,grid_id_old,grid_id
49240,"(117, 261)","(27, 81)"
49242,"(106, 260)","(16, 80)"
49243,"(124, 257)","(34, 77)"
49244,"(58, 328)","(-32, 147)"
49245,"(116, 266)","(26, 86)"
49247,"(116, 266)","(26, 86)"
49250,"(116, 266)","(26, 86)"
49253,"(117, 273)","(26, 93)"
49258,"(119, 275)","(28, 95)"
49263,"(122, 258)","(32, 77)"
49264,"(54, 325)","(-36, 145)"
49265,"(121, 256)","(31, 75)"
49274,"(119, 258)","(29, 77)"
49275,"(114, 268)","(24, 88)"
49276,"(113, 252)","(23, 72)"
49293,"(114, 268)","(24, 88)"
49302,"(117, 261)","(27, 81)"
49307,"(119, 275)","(28, 95)"
49308,"(110, 257)","(19, 76)"
49310,"(119, 258)","(29, 77)"
49311,"(116, 266)","(26, 86)"
49312,"(58, 328)","(-32, 147)"
49314,"(106, 260)","(16, 80)"
49315,"(117, 273)","(26, 93)"
49317,"(113, 252)","(23, 72)"
49318,"(101, 257)","(10, 76)"
49326,"(117, 254)","(27, 74)"
49327,"(124, 257)","(34, 77)"
49329,"(83, 293)","(-8, 113)"
49330,"(87, 309)","(-4, 128)"
49331,"(83, 293)","(-8, 113)"
49332,"(82, 303)","(-8, 123)"
49333,"(83, 295)","(-8, 114)"
49335,"(84, 287)","(-6, 107)"
49337,"(83, 291)","(-7, 110)"
49338,"(83, 293)","(-8, 113)"
49339,"(95, 277)","(4, 96)"
49341,"(84, 288)","(-7, 108)"
49342,"(58, 328)","(-32, 147)"
49343,"(90, 292)","(0, 111)"
49344,"(88, 313)","(-2, 133)"
49345,"(83, 291)","(-7, 110)"
49346,"(88, 296)","(-3, 115)"
49347,"(89, 303)","(-1, 123)"
49348,"(95, 277)","(4, 97)"
49349,"(83, 291)","(-8, 110)"
49351,"(83, 288)","(-7, 108)"
49352,"(87, 285)","(-3, 104)"
49354,"(95, 277)","(4, 97)"
49356,"(84, 287)","(-6, 107)"
49357,"(84, 288)","(-7, 108)"
49358,"(88, 300)","(-2, 119)"
49359,"(83, 291)","(-7, 110)"
49368,"(54, 325)","(-37, 144)"
49369,"(127, 230)","(36, 50)"
49370,"(122, 229)","(31, 49)"
49371,"(122, 229)","(31, 49)"
49372,"(121, 231)","(31, 51)"
49373,"(127, 233)","(36, 52)"
49388,"(122, 245)","(31, 64)"
49393,"(121, 228)","(31, 48)"
49394,"(143, 173)","(52, -8)"
49396,"(128, 194)","(38, 14)"
49397,"(136, 188)","(45, 7)"
49398,"(132, 193)","(42, 13)"
49401,"(136, 193)","(46, 12)"
49402,"(137, 192)","(46, 11)"
49406,"(65, 303)","(-25, 122)"
49407,"(125, 315)","(34, 135)"
49409,"(128, 319)","(38, 139)"
49410,"(126, 320)","(36, 139)"
49411,"(127, 318)","(37, 137)"
49413,"(124, 313)","(34, 133)"
49415,"(134, 323)","(43, 143)"
49416,"(126, 315)","(35, 135)"
49420,"(58, 328)","(-32, 147)"
49439,"(91, 214)","(0, 34)"
49441,"(89, 216)","(-1, 36)"
49446,"(69, 304)","(-22, 124)"
49447,"(126, 308)","(36, 127)"
49448,"(125, 307)","(35, 127)"
49456,"(131, 254)","(40, 73)"
49458,"(69, 304)","(-22, 124)"
49459,"(107, 286)","(17, 106)"
49462,"(105, 286)","(15, 106)"
49467,"(108, 286)","(18, 105)"
49474,"(108, 286)","(18, 105)"
49478,"(107, 286)","(17, 106)"
49488,"(61, 210)","(-29, 29)"
49489,"(61, 208)","(-29, 28)"
49490,"(61, 208)","(-30, 28)"
49491,"(97, 170)","(6, -11)"
49492,"(98, 169)","(7, -11)"
49504,"(48, 328)","(-43, 147)"
49506,"(115, 196)","(25, 16)"
49507,"(133, 202)","(42, 22)"
49509,"(68, 226)","(-23, 45)"
49511,"(73, 229)","(-18, 49)"
49512,"(68, 325)","(-23, 145)"
49513,"(73, 229)","(-18, 49)"
49518,"(76, 216)","(-14, 35)"
49519,"(79, 215)","(-12, 34)"
49521,"(74, 215)","(-16, 35)"
49525,"(78, 214)","(-13, 33)"
49561,"(75, 216)","(-16, 36)"
49568,"(64, 331)","(-27, 150)"
49576,"(74, 216)","(-17, 35)"
49579,"(74, 216)","(-17, 35)"
49588,"(74, 216)","(-17, 35)"
49590,"(95, 283)","(5, 103)"
49592,"(92, 284)","(2, 104)"
49593,"(103, 173)","(13, -8)"
49596,"(54, 325)","(-37, 144)"
49597,"(104, 170)","(14, -10)"
49599,"(102, 174)","(11, -7)"
49607,"(58, 328)","(-32, 147)"
49610,"(105, 119)","(15, -61)"
49613,"(107, 174)","(16, -6)"
49617,"(68, 325)","(-23, 145)"
49618,"(109, 165)","(18, -16)"
49622,"(71, 244)","(-20, 63)"
49623,"(71, 244)","(-20, 63)"
49624,"(111, 79)","(21, -101)"
49625,"(110, 84)","(19, -96)"
49626,"(110, 83)","(19, -98)"
49627,"(68, 325)","(-23, 145)"
49628,"(120, 70)","(30, -111)"
49629,"(116, 80)","(26, -100)"
49631,"(110, 84)","(19, -96)"
49634,"(100, 319)","(9, 139)"
49635,"(98, 332)","(7, 152)"
49636,"(100, 319)","(9, 139)"
49637,"(100, 319)","(9, 139)"
49638,"(96, 343)","(5, 163)"
49642,"(98, 332)","(7, 152)"
49645,"(137, 209)","(46, 29)"
49679,"(126, 175)","(36, -6)"
49681,"(126, 175)","(36, -5)"
49683,"(67, 213)","(-23, 33)"
49684,"(74, 217)","(-17, 37)"
49685,"(65, 213)","(-26, 32)"
49686,"(71, 215)","(-19, 35)"
49687,"(76, 220)","(-15, 39)"
49712,"(78, 220)","(-12, 39)"
49726,"(67, 213)","(-23, 33)"
49730,"(110, 274)","(20, 94)"
49732,"(127, 250)","(37, 70)"
49737,"(125, 252)","(35, 71)"
49738,"(130, 298)","(39, 117)"
49748,"(117, 298)","(26, 118)"
49753,"(114, 294)","(23, 113)"
49756,"(121, 283)","(31, 103)"
49769,"(117, 287)","(27, 107)"
49775,"(117, 298)","(26, 118)"
49778,"(115, 282)","(25, 101)"
49784,"(126, 277)","(36, 96)"
49801,"(120, 275)","(30, 94)"
49802,"(124, 294)","(34, 114)"
49804,"(124, 294)","(34, 114)"
49809,"(126, 292)","(36, 111)"
49810,"(114, 289)","(24, 109)"
49817,"(121, 293)","(31, 112)"
49835,"(121, 293)","(31, 112)"
49859,"(114, 289)","(24, 109)"
49870,"(121, 293)","(31, 112)"
49879,"(132, 303)","(41, 123)"
49887,"(121, 283)","(31, 103)"
49893,"(110, 290)","(19, 110)"
49897,"(121, 293)","(31, 112)"
49902,"(130, 298)","(39, 117)"
49905,"(123, 300)","(33, 119)"
49914,"(114, 289)","(24, 109)"
49938,"(133, 200)","(42, 20)"
49940,"(114, 289)","(24, 109)"
49960,"(117, 298)","(26, 118)"
49981,"(120, 301)","(29, 120)"
49984,"(134, 307)","(44, 126)"
49985,"(117, 287)","(27, 107)"
49997,"(114, 294)","(23, 113)"
50007,"(121, 288)","(30, 108)"
50020,"(113, 295)","(23, 114)"
50023,"(96, 104)","(6, -77)"
50024,"(94, 104)","(3, -77)"
50027,"(80, 196)","(-11, 15)"
50029,"(99, 106)","(9, -75)"
50053,"(97, 107)","(7, -74)"
50064,"(97, 105)","(7, -76)"
50073,"(102, 108)","(11, -72)"
50076,"(89, 209)","(-1, 29)"
50077,"(89, 209)","(-1, 29)"
50093,"(100, 97)","(9, -84)"
50194,"(113, 97)","(22, -84)"
50205,"(140, 198)","(49, 17)"
50211,"(96, 176)","(5, -4)"
50213,"(96, 176)","(5, -4)"
50214,"(109, 109)","(18, -71)"
50387,"(109, 112)","(19, -69)"
50391,"(109, 110)","(19, -70)"
50409,"(82, 194)","(-9, 13)"
50410,"(109, 112)","(19, -69)"
50748,"(88, 101)","(-2, -80)"
50761,"(120, 214)","(29, 34)"
50768,"(105, 91)","(14, -89)"
50784,"(104, 93)","(14, -88)"
50809,"(74, 200)","(-16, 20)"
50826,"(73, 358)","(-18, 178)"
50828,"(73, 358)","(-18, 178)"
50829,"(139, 178)","(48, -3)"
50832,"(136, 184)","(45, 4)"
50833,"(139, 183)","(49, 3)"
50834,"(124, 248)","(33, 68)"
50860,"(133, 190)","(42, 9)"
50864,"(73, 31)","(-18, -149)"
50865,"(133, 224)","(43, 43)"
50866,"(143, 194)","(52, 13)"
50883,"(108, 119)","(17, -62)"
50931,"(96, 181)","(6, 0)"
50932,"(98, 179)","(8, -2)"
50939,"(127, 208)","(37, 27)"
50941,"(106, 91)","(16, -89)"
50950,"(106, 90)","(15, -91)"
50962,"(106, 90)","(16, -91)"
50983,"(105, 89)","(15, -92)"
50993,"(105, 91)","(14, -90)"
50998,"(99, 172)","(8, -9)"
51004,"(58, 117)","(-32, -64)"
51092,"(104, 93)","(13, -87)"
51100,"(106, 93)","(15, -88)"
51220,"(105, 91)","(14, -89)"
51265,"(113, 295)","(22, 114)"
51273,"(138, 203)","(48, 22)"
51276,"(119, 275)","(28, 95)"
51279,"(58, 121)","(-32, -59)"
51283,"(114, 259)","(24, 78)"
51290,"(108, 260)","(18, 79)"
51292,"(64, 120)","(-26, -61)"
51295,"(114, 273)","(23, 93)"
51301,"(113, 252)","(23, 72)"
51312,"(66, 116)","(-24, -65)"
51314,"(117, 254)","(27, 74)"
51316,"(113, 269)","(23, 88)"
51317,"(117, 261)","(27, 81)"
51319,"(116, 266)","(26, 86)"
51323,"(114, 272)","(24, 92)"
51324,"(116, 266)","(26, 86)"
51327,"(114, 272)","(24, 92)"
51330,"(101, 257)","(10, 76)"
51335,"(113, 252)","(23, 72)"
51338,"(114, 268)","(24, 88)"
51344,"(111, 265)","(21, 84)"
51345,"(117, 254)","(27, 74)"
51348,"(117, 261)","(27, 81)"
51349,"(68, 325)","(-23, 145)"
51352,"(120, 257)","(29, 76)"
51354,"(91, 308)","(0, 128)"
51356,"(91, 303)","(1, 122)"
51368,"(54, 325)","(-37, 144)"
51369,"(85, 286)","(-6, 105)"
51381,"(84, 287)","(-6, 107)"
51386,"(84, 288)","(-7, 108)"
51398,"(82, 297)","(-9, 117)"
51399,"(82, 297)","(-9, 117)"
51401,"(126, 231)","(35, 50)"
51404,"(127, 233)","(36, 52)"
51411,"(124, 227)","(33, 47)"
51416,"(127, 233)","(36, 52)"
51422,"(125, 227)","(34, 47)"
51423,"(125, 227)","(34, 47)"
51428,"(68, 325)","(-23, 145)"
51430,"(143, 173)","(53, -7)"
51432,"(145, 172)","(54, -9)"
51472,"(122, 216)","(32, 35)"
51473,"(135, 189)","(44, 9)"
51498,"(130, 197)","(39, 16)"
51499,"(108, 104)","(18, -76)"
51515,"(109, 104)","(18, -77)"
51539,"(134, 323)","(43, 143)"
51541,"(123, 311)","(33, 131)"
51544,"(124, 312)","(33, 131)"
51549,"(123, 311)","(33, 131)"
51550,"(126, 320)","(36, 139)"
51554,"(125, 316)","(35, 136)"
51557,"(130, 322)","(40, 141)"
51558,"(124, 316)","(34, 136)"
51595,"(126, 315)","(35, 135)"
51603,"(126, 318)","(36, 137)"
51609,"(116, 307)","(26, 127)"
51612,"(125, 316)","(35, 136)"
51615,"(139, 252)","(48, 71)"
51621,"(92, 221)","(2, 40)"
51625,"(86, 220)","(-4, 40)"
51633,"(116, 103)","(25, -77)"
51641,"(89, 217)","(-1, 37)"
51642,"(90, 221)","(0, 40)"
51650,"(132, 309)","(41, 128)"
51652,"(129, 306)","(38, 126)"
51663,"(126, 310)","(36, 129)"
51664,"(113, 108)","(22, -73)"
51778,"(110, 284)","(19, 104)"
51785,"(109, 285)","(18, 104)"
51789,"(105, 287)","(15, 107)"
51804,"(124, 216)","(34, 36)"
51805,"(97, 170)","(7, -10)"
51806,"(113, 294)","(22, 114)"
51810,"(124, 250)","(33, 70)"
51813,"(133, 202)","(42, 22)"
51817,"(132, 202)","(42, 21)"
51822,"(77, 215)","(-14, 34)"
51827,"(95, 283)","(5, 103)"
51833,"(93, 283)","(3, 102)"
51841,"(96, 283)","(5, 102)"
51849,"(96, 281)","(5, 100)"
51854,"(103, 173)","(13, -8)"
51869,"(70, 238)","(-20, 58)"
51884,"(110, 84)","(19, -96)"
51887,"(110, 84)","(19, -96)"
51895,"(107, 88)","(16, -92)"
51897,"(115, 76)","(25, -105)"
51901,"(107, 84)","(17, -96)"
51905,"(116, 69)","(25, -112)"
51909,"(109, 90)","(19, -90)"
51925,"(110, 79)","(19, -102)"
51927,"(107, 84)","(17, -96)"
51940,"(78, 220)","(-12, 39)"
51941,"(76, 220)","(-15, 39)"
51947,"(65, 213)","(-26, 32)"
51948,"(78, 220)","(-12, 39)"
51951,"(117, 278)","(26, 97)"
51958,"(112, 277)","(21, 96)"
51963,"(112, 277)","(21, 96)"
51964,"(107, 278)","(16, 98)"
51973,"(111, 275)","(20, 95)"
51996,"(115, 276)","(24, 95)"
51998,"(110, 277)","(20, 96)"
52006,"(72, 195)","(-18, 15)"
52016,"(143, 186)","(52, 5)"
52023,"(47, 350)","(-44, 170)"
52033,"(102, 95)","(11, -86)"
52116,"(103, 94)","(13, -87)"
52151,"(110, 191)","(19, 11)"
52160,"(104, 183)","(14, 2)"
52164,"(110, 191)","(19, 11)"
52172,"(106, 194)","(16, 13)"
52176,"(101, 188)","(10, 8)"
52206,"(98, 187)","(8, 7)"
52210,"(106, 326)","(15, 146)"
52214,"(113, 239)","(22, 59)"
52225,"(109, 235)","(19, 54)"
52229,"(126, 255)","(36, 75)"
52235,"(124, 252)","(34, 71)"
52245,"(124, 252)","(34, 71)"
52246,"(119, 246)","(28, 66)"
52250,"(121, 253)","(31, 72)"
52271,"(99, 101)","(9, -80)"
52311,"(84, 324)","(-6, 144)"
52312,"(84, 324)","(-6, 144)"
52313,"(84, 324)","(-6, 144)"
52315,"(65, 123)","(-25, -58)"
52316,"(65, 123)","(-25, -58)"
52317,"(104, 121)","(13, -60)"
52365,"(77, 108)","(-13, -72)"
52373,"(107, 302)","(16, 122)"
52413,"(109, 301)","(18, 121)"
52463,"(101, 305)","(11, 125)"
52474,"(103, 304)","(12, 124)"
52489,"(144, 211)","(54, 30)"
52495,"(100, 306)","(10, 126)"
52496,"(107, 302)","(17, 122)"
52511,"(105, 302)","(15, 121)"
52523,"(106, 301)","(15, 121)"
52526,"(107, 302)","(17, 121)"
52545,"(109, 301)","(18, 121)"
52591,"(103, 303)","(12, 122)"
52635,"(98, 307)","(8, 126)"
52641,"(98, 307)","(7, 126)"
52643,"(100, 305)","(10, 124)"
52677,"(109, 302)","(18, 122)"
52685,"(105, 302)","(15, 121)"
52704,"(99, 305)","(9, 125)"
52716,"(98, 306)","(8, 126)"
52717,"(102, 305)","(12, 125)"
52753,"(100, 305)","(10, 124)"
52770,"(100, 299)","(10, 119)"
52774,"(107, 301)","(16, 121)"
52780,"(141, 186)","(50, 5)"
52784,"(109, 115)","(18, -66)"
52928,"(109, 115)","(18, -65)"
52971,"(137, 207)","(47, 26)"
52976,"(149, 242)","(59, 62)"
52979,"(134, 225)","(43, 44)"
52987,"(108, 92)","(18, -89)"
52999,"(146, 218)","(56, 38)"
53009,"(69, 236)","(-21, 56)"
53011,"(104, 119)","(14, -61)"
53067,"(104, 119)","(13, -61)"
53070,"(104, 119)","(13, -61)"
53078,"(112, 222)","(22, 41)"
53079,"(114, 226)","(23, 46)"
53084,"(111, 222)","(20, 41)"
53093,"(112, 222)","(22, 41)"
53103,"(135, 201)","(44, 21)"
53109,"(82, 342)","(-9, 161)"
53112,"(101, 224)","(11, 43)"
53116,"(62, 211)","(-29, 31)"
53118,"(69, 117)","(-22, -64)"
53123,"(100, 261)","(9, 80)"
53126,"(97, 261)","(7, 80)"
53145,"(100, 261)","(10, 80)"
53146,"(97, 261)","(7, 81)"
53153,"(97, 261)","(7, 80)"
53157,"(97, 261)","(7, 80)"
53164,"(105, 214)","(15, 33)"
53186,"(103, 215)","(13, 34)"
53190,"(106, 213)","(16, 33)"
53228,"(114, 301)","(23, 120)"
53230,"(74, 212)","(-17, 31)"
53240,"(115, 302)","(25, 122)"
53246,"(114, 302)","(24, 121)"
53247,"(114, 301)","(23, 121)"
53251,"(88, 213)","(-2, 33)"
53254,"(85, 219)","(-5, 38)"
53265,"(105, 281)","(14, 101)"
53267,"(98, 281)","(8, 100)"
53277,"(110, 281)","(19, 100)"
53281,"(100, 280)","(9, 99)"
53294,"(104, 281)","(14, 101)"
53314,"(97, 282)","(6, 102)"
53352,"(107, 281)","(17, 101)"
53391,"(97, 182)","(6, 1)"
53393,"(71, 6)","(-20, -175)"
53395,"(73, 6)","(-18, -174)"
53397,"(69, 5)","(-21, -175)"
53405,"(69, 6)","(-21, -175)"
53413,"(101, 119)","(11, -61)"
53417,"(127, 191)","(37, 11)"
53418,"(128, 208)","(37, 27)"
53420,"(132, 209)","(41, 29)"
53421,"(112, 109)","(21, -71)"
53487,"(90, 210)","(-1, 30)"
53490,"(137, 210)","(47, 30)"
53491,"(140, 204)","(50, 24)"
53494,"(68, 138)","(-22, -43)"
53509,"(138, 60)","(47, -120)"
53521,"(128, 102)","(38, -79)"
53553,"(122, 88)","(31, -92)"
53559,"(126, 83)","(36, -98)"
53560,"(131, 98)","(40, -83)"
53568,"(128, 102)","(38, -79)"
53571,"(68, 132)","(-22, -49)"
53572,"(122, 88)","(31, -92)"
53576,"(122, 88)","(31, -92)"
53583,"(131, 98)","(40, -83)"
53603,"(122, 81)","(31, -99)"
53612,"(124, 100)","(34, -81)"
53624,"(122, 81)","(31, -99)"
53625,"(129, 75)","(39, -106)"
53631,"(132, 205)","(42, 25)"
53636,"(125, 88)","(35, -92)"
53641,"(131, 91)","(40, -89)"
53652,"(129, 100)","(39, -81)"
53664,"(131, 106)","(40, -75)"
53676,"(123, 91)","(33, -90)"
53681,"(134, 60)","(44, -121)"
53725,"(123, 91)","(33, -90)"
53736,"(128, 61)","(37, -120)"
53737,"(129, 100)","(39, -81)"
53751,"(123, 97)","(33, -83)"
53789,"(125, 74)","(34, -106)"
53885,"(129, 75)","(39, -106)"
53886,"(128, 102)","(38, -79)"
53898,"(133, 105)","(43, -76)"
53904,"(87, 211)","(-3, 30)"
53910,"(133, 87)","(42, -94)"
53911,"(124, 100)","(34, -81)"
53913,"(59, 125)","(-32, -55)"
53931,"(59, 123)","(-31, -57)"
53939,"(74, 348)","(-16, 168)"
53942,"(100, 117)","(9, -63)"
53951,"(100, 117)","(9, -63)"
53954,"(100, 113)","(10, -67)"
53956,"(108, 287)","(18, 106)"
53982,"(106, 288)","(16, 108)"
53986,"(111, 287)","(21, 106)"
53989,"(113, 285)","(22, 104)"
53997,"(112, 284)","(22, 103)"
54024,"(106, 289)","(16, 108)"
54036,"(106, 288)","(16, 108)"
54042,"(112, 286)","(21, 105)"
54071,"(95, 192)","(5, 12)"
54082,"(113, 285)","(23, 105)"
54089,"(104, 290)","(13, 109)"
54110,"(113, 284)","(22, 103)"
54111,"(111, 286)","(21, 106)"
54114,"(110, 285)","(19, 105)"
54126,"(109, 116)","(18, -64)"
54192,"(109, 116)","(18, -65)"
54255,"(104, 224)","(13, 44)"
54268,"(96, 201)","(5, 20)"
54269,"(42, 108)","(-49, -73)"
54282,"(117, 298)","(26, 118)"
54285,"(114, 294)","(23, 113)"
54291,"(114, 294)","(23, 113)"
54293,"(132, 266)","(41, 85)"
54294,"(114, 294)","(23, 113)"
54299,"(118, 292)","(28, 112)"
54309,"(114, 289)","(24, 109)"
54315,"(121, 283)","(31, 103)"
54322,"(115, 282)","(25, 101)"
54324,"(115, 282)","(25, 101)"
54335,"(118, 292)","(28, 112)"
54350,"(110, 290)","(19, 110)"
54360,"(117, 287)","(27, 107)"
54370,"(134, 307)","(44, 126)"
54375,"(118, 296)","(28, 116)"
54386,"(121, 283)","(31, 103)"
54424,"(134, 208)","(44, 27)"
54694,"(143, 120)","(53, -61)"
54695,"(141, 95)","(50, -86)"
54696,"(144, 109)","(53, -72)"
54700,"(141, 95)","(50, -86)"
54706,"(144, 109)","(53, -72)"
54707,"(119, 165)","(28, -16)"
54709,"(48, 108)","(-42, -73)"
54723,"(52, 108)","(-39, -72)"
54738,"(52, 108)","(-39, -72)"
54833,"(44, 107)","(-46, -73)"
54839,"(56, 109)","(-34, -71)"
54844,"(131, 297)","(40, 116)"
54845,"(126, 292)","(36, 111)"
54858,"(120, 275)","(30, 94)"
54860,"(131, 297)","(40, 116)"
54862,"(122, 302)","(31, 121)"
54863,"(115, 282)","(25, 101)"
54864,"(118, 292)","(28, 112)"
54873,"(121, 283)","(31, 103)"
54881,"(122, 269)","(32, 88)"
54882,"(122, 302)","(31, 121)"
54883,"(117, 180)","(26, -1)"
55665,"(136, 197)","(45, 16)"
56422,"(126, 214)","(35, 33)"
56423,"(125, 214)","(35, 33)"
56488,"(125, 184)","(34, 4)"
56508,"(140, 197)","(49, 17)"
56613,"(140, 195)","(49, 14)"
56763,"(141, 195)","(50, 14)"
56774,"(141, 195)","(50, 14)"
56844,"(54, 120)","(-37, -61)"
56845,"(121, 212)","(30, 31)"
56850,"(104, 91)","(14, -89)"
56853,"(148, 207)","(58, 27)"
56978,"(149, 206)","(58, 26)"
57845,"(141, 183)","(50, 2)"
57938,"(136, 185)","(46, 5)"
57960,"(54, 120)","(-37, -61)"
58225,"(139, 190)","(49, 9)"
58465,"(142, 188)","(51, 8)"
58470,"(143, 192)","(52, 12)"
58876,"(143, 192)","(52, 12)"
58974,"(139, 192)","(49, 11)"
59406,"(141, 190)","(51, 9)"
59566,"(62, 123)","(-29, -58)"
59657,"(128, 207)","(38, 26)"
59663,"(106, 91)","(15, -90)"
59668,"(105, 90)","(14, -91)"
59734,"(106, 89)","(15, -92)"
59743,"(106, 89)","(16, -92)"
59753,"(137, 200)","(47, 19)"
59773,"(138, 201)","(48, 20)"
60273,"(138, 198)","(47, 18)"
60533,"(137, 202)","(47, 21)"
60535,"(138, 199)","(48, 18)"
61075,"(117, 261)","(27, 81)"
61077,"(116, 266)","(26, 86)"
61079,"(116, 266)","(26, 86)"
61130,"(117, 254)","(27, 74)"
61131,"(116, 266)","(26, 86)"
61132,"(116, 266)","(26, 86)"
61134,"(116, 266)","(26, 86)"
61138,"(116, 266)","(26, 86)"
61139,"(117, 254)","(27, 74)"
61140,"(58, 117)","(-32, -64)"
61255,"(117, 254)","(27, 74)"
61256,"(116, 266)","(26, 86)"
61257,"(121, 256)","(31, 75)"
61262,"(119, 258)","(29, 77)"
61263,"(116, 266)","(26, 86)"
61264,"(117, 254)","(27, 74)"
61267,"(117, 254)","(27, 74)"
61278,"(114, 259)","(24, 78)"
61284,"(116, 266)","(26, 86)"
61288,"(131, 225)","(40, 45)"
61289,"(113, 252)","(23, 72)"
61293,"(114, 268)","(24, 88)"
61296,"(112, 263)","(21, 82)"
61302,"(117, 261)","(27, 81)"
61305,"(117, 261)","(27, 81)"
61307,"(119, 258)","(29, 77)"
61316,"(117, 261)","(27, 81)"
61325,"(114, 259)","(24, 78)"
61355,"(120, 257)","(29, 76)"
61367,"(114, 268)","(24, 88)"
61379,"(117, 254)","(27, 74)"
61395,"(111, 265)","(21, 84)"
61399,"(117, 261)","(27, 81)"
61403,"(124, 257)","(34, 77)"
61406,"(124, 257)","(34, 77)"
61407,"(121, 256)","(31, 75)"
61414,"(114, 268)","(24, 88)"
61420,"(120, 257)","(29, 76)"
61442,"(71, 327)","(-19, 147)"
61443,"(121, 256)","(31, 75)"
61447,"(121, 256)","(31, 75)"
61454,"(124, 257)","(34, 77)"
61458,"(122, 258)","(32, 77)"
61461,"(119, 258)","(29, 77)"
61464,"(106, 260)","(16, 80)"
61471,"(106, 260)","(16, 80)"
61475,"(58, 328)","(-32, 147)"
61476,"(119, 258)","(29, 77)"
61478,"(123, 215)","(32, 35)"
61481,"(130, 197)","(39, 16)"
61482,"(135, 189)","(44, 9)"
61732,"(130, 197)","(39, 16)"
61831,"(57, 332)","(-34, 151)"
62021,"(126, 320)","(36, 139)"
62022,"(126, 318)","(35, 137)"
62065,"(129, 321)","(38, 140)"
62108,"(126, 315)","(35, 135)"
62164,"(49, 327)","(-42, 147)"
62167,"(124, 315)","(34, 134)"
62213,"(126, 320)","(36, 139)"
62216,"(125, 313)","(35, 133)"
62247,"(122, 217)","(32, 36)"
62248,"(54, 325)","(-37, 144)"
62323,"(133, 255)","(43, 75)"
62327,"(133, 255)","(43, 75)"
62328,"(148, 205)","(57, 24)"
62329,"(148, 205)","(57, 24)"
62330,"(127, 249)","(37, 69)"
62331,"(138, 190)","(47, 10)"
62466,"(146, 204)","(55, 24)"
62476,"(146, 202)","(56, 22)"
62586,"(146, 204)","(56, 23)"
62856,"(145, 206)","(55, 25)"
62956,"(140, 186)","(50, 6)"
63001,"(138, 194)","(47, 13)"
63226,"(132, 202)","(42, 21)"
63230,"(132, 203)","(42, 22)"
63320,"(132, 202)","(41, 21)"
63333,"(132, 202)","(41, 21)"
63603,"(132, 201)","(41, 21)"
63614,"(132, 203)","(42, 22)"
63698,"(137, 194)","(47, 14)"
63763,"(119, 74)","(29, -106)"
63764,"(119, 74)","(29, -106)"
63767,"(111, 77)","(21, -103)"
63769,"(112, 78)","(22, -102)"
63771,"(119, 74)","(29, -106)"
63772,"(119, 74)","(29, -106)"
63773,"(119, 74)","(29, -106)"
63776,"(120, 70)","(30, -111)"
63784,"(138, 196)","(47, 15)"
63792,"(119, 74)","(29, -106)"
63793,"(115, 76)","(25, -105)"
63886,"(120, 70)","(30, -111)"
63889,"(138, 209)","(47, 29)"
63914,"(139, 208)","(48, 27)"
64403,"(137, 281)","(46, 101)"
64410,"(133, 200)","(42, 19)"
64979,"(126, 175)","(35, -5)"
64986,"(119, 262)","(29, 82)"
64987,"(119, 263)","(29, 82)"
64996,"(119, 264)","(28, 84)"
65004,"(143, 187)","(52, 6)"
65184,"(143, 187)","(53, 7)"
65244,"(142, 186)","(52, 5)"
65316,"(142, 184)","(51, 4)"
65640,"(47, 350)","(-44, 170)"
65645,"(102, 194)","(12, 13)"
65646,"(121, 253)","(31, 72)"
65648,"(116, 248)","(25, 67)"
65649,"(121, 253)","(31, 72)"
65651,"(117, 249)","(26, 69)"
65654,"(121, 253)","(31, 72)"
65656,"(121, 253)","(31, 72)"
65659,"(117, 249)","(26, 69)"
65662,"(117, 249)","(26, 69)"
65665,"(121, 253)","(31, 72)"
65667,"(64, 123)","(-26, -57)"
65682,"(65, 124)","(-26, -56)"
65772,"(64, 123)","(-27, -57)"
65847,"(79, 104)","(-12, -77)"
65848,"(74, 110)","(-17, -71)"
65856,"(76, 111)","(-15, -70)"
65946,"(80, 105)","(-10, -75)"
66011,"(81, 104)","(-9, -76)"
66020,"(80, 105)","(-10, -75)"
66036,"(75, 108)","(-16, -72)"
66041,"(75, 108)","(-16, -72)"
66042,"(76, 106)","(-14, -74)"
66050,"(74, 110)","(-17, -71)"
66072,"(79, 104)","(-12, -77)"
66082,"(140, 201)","(50, 20)"
66098,"(145, 198)","(54, 18)"
66114,"(126, 249)","(36, 69)"
66122,"(141, 201)","(51, 21)"
66128,"(140, 203)","(50, 22)"
66528,"(140, 203)","(50, 22)"
66640,"(143, 198)","(52, 17)"
66768,"(142, 200)","(52, 19)"
66944,"(142, 197)","(51, 16)"
66960,"(143, 196)","(52, 15)"
67392,"(140, 203)","(50, 22)"
67408,"(143, 202)","(52, 21)"
67568,"(144, 201)","(54, 21)"
67570,"(144, 201)","(54, 21)"
67602,"(143, 202)","(52, 21)"
67618,"(144, 203)","(53, 23)"
67648,"(130, 171)","(39, -9)"
67918,"(129, 172)","(38, -9)"
67936,"(132, 172)","(42, -9)"
68044,"(132, 172)","(41, -8)"
68086,"(129, 173)","(39, -8)"
68284,"(138, 208)","(47, 27)"
68286,"(135, 207)","(44, 26)"
68288,"(138, 207)","(48, 27)"
68294,"(135, 207)","(44, 26)"
68298,"(137, 202)","(46, 22)"
